question,summary
"THEME: MESSAGE of Lyme disease: 12 years ago I was bitten by tick while hunting deer. The area of the sting contained the ring as described in the symptoms of Lyme disease. I was treated with antibiotics; however, since that time I have many of the symptoms cited for Lyme. Also, usually before, and during these symptoms I have a reddish pink welt appear at the site of the bite in my groin. Can you offer any lighting in my condition?",What is the prognosis for post-treatment Lyme Disease symptoms?
THEME: Renal failure 3rd MESSAGE: What foods do I eat? And if I drink a lot of water that will help? Is there a book that can understand this disease?,Where can I find information on stage three kidney failure and what are the nutritional guidelines for it?
THEME: MESSAGE Claw Hand: I have a claw hand and I would like you to send me information about the treatments for it. My address is [LOCATION] Thank you.,What are the treatments for claw hand?
"Dear doctors, Good morning, I would like to ask about the possibility of doing a liver transplant surgery for my uncle. your liver is damaged and needs to be replaced so please, advise me with the possibility of doing the surgery and the approximate cost. also any other details if I know. Your quick response is highly appreciated and thank you in advance for your cooperation.","Where can I find information on liver transplants, including cost?"
"ClinicalTrials.gov - Question - general information. My two parents died in [LOCATION] TX with multiple myeloma, father in the 70s and mother 84 years of age. the deputy oncologist advised that it should be tested every few years. I had no knowledge of a genetic test for MM I am 63 years old woman, in good health, and where could I get genetic testing for MM and approximate cost for testing?","Where can I get genetic testing for multiple myeloma, and what is the cost?"
MESSAGE: Hello I would like more information about Mediterate Family Fever please as my husband suffers from this. THANK YOU,Where can I find information on familial mediterranean fever?
"Hi, My name is [NAME], I am 30 years old and I am from [LOCALIZATION]. I met my friend [NAME] in a chat room. [NAME] is 25 years old and currently lives in [LOCALIZATION], Algeria. His father died, his brother died 2 years ago in a motorcycle accident and about 9 months ago my dear friend had a car accident. In that car accident he suffered a fracture of T-6 and T-7 that made him paralyze from the waist down. He is so young and really hurts a lot what he has suffered in his short life. Not only him, but just thinking about how much his mother has suffered really breaks my heart. Since I met my friend I have neither what I can do to help him in what I can make his dream come true. He just said: ""You will help me investigate how people were cured, but you do not move in the mountain.",Where can I get information about treatment for T-6 and T-7 fracture paraplegia?
"TEMA: Inversion of Long Arm Chromasoma7 MESSAGE: My child has been diagnosed with long arm chromasoma 7 reversal and fall syndrome . please, could you give me information about Chromasoma 7 please because our doctors haven't mentioned it yet",Where can I find information on chromosome 7?
"MESSAGE: Can TDM-1 be used to improve the immunity of the male patient who has METOSTASIS in Brain, LUNGS?",Can TDM-1 drug be used to treat brain/lung metastatic cancer?
"SUBJECT: ClinicalTrials.gov - Question - general information MESSAGE: We are 4 generations of a family with similar traits in men in each of those generations, My father is 92 (still healthy, acute as always but always suffered from functional disabilities) and the youngest is 2 1/2, with very significant developmental delays. My son (his father, age 30) was diagnosed with ADD and central auditory processing disorder (at Yale) but now I am sure he has fragile x (facial characteristics, low IQ, mathematical disability, etc.). In my generation, there is a male, my half-brother, who also has ADD (w/o hyperactivity) and intellectual deficits. I know that fragile X does not pass through father to son; is there any other explanation? We have not had genetic evidence, but I think there might be some clinical benefit to research our family genes to understand the links between these 4 men, 4 generations. What would be the best way to proceed?",Are there any researchers interested in testing a family with ADD and low IQ for fragile X?
THEME: MEDICAL MESSAGE: I have a rash on the skin of the scrotum. What would cause it and how do I treat it?,What are the causes of and treatment for scrotal rash?
"THEME: Downs' syndrome daughter had a stroke MESSAGE: Where is there a rehabilitation that can treat with physiotherapy, paralysis, with my 29-year-old daughter with Downs? We live in [LOCALIZATION]. I would have to stay with her through this test, as I would not understand otherwise. We have found this problem, but there has to be a rehabilitation dedicated to people with disabilities. [NAME]",Where can I find facilities that offer physical therapy for special needs patients?
"SUBJECT: Symptoms of abstinence from morphine MESSAGE: I was taking 600 mg ms contin for a long period - of course I didn't start with that high dose, but for 20 years I ended up there. I weaned last year, and when I finally came to zero I started to have these leg spasms, is this morphine thing? I can keep them from taking 15 mg ms daily from what irritates me to the end, I don't want to take things! BUT, if I don't take it, I put on my spasms and end up sitting all nite and sometimes during the day with them. I put them in my arms sometimes as much as the two legs, and my legs jump a lot! My limbs feel somewhat numb when it's going to start, so I know it's coming. What can I do? Will it ever stop? Thanks for your help...",What are symptoms of morphine withdrawal and how are they treated? 
Eye. I see black things that couse you? or you like a sand and my eye? how can I get treatment?,What are the causes and treatments for eye floaters?
THEME: ClinicalTrials.gov - GENERAL MESSAGE OF THE COMPLAINT: I suffer from sensory-motor neuropathy of demylinization and need help. I am willing to try anything. Cell# [Contact]. [NAME],What are the treatments for demyelinating sensorimotor neuropathy?
"THEME: [NAME] Brazilian with PMD MESSAGE: [NAME] is Brazilian, [LOCATION] resident in [LOCATION], who has Pelizaeus-Merzbacher leukodystrophy, we would like to know more new treatments, new techniques, as we know very little about the disease in Brazil. [NAME]",What new treatments are available for Pelizaeus-Merzbacher leukodystrophy?
"SUBJECT: Brain shocks and long-term cranial trauma from abuse II MESSAGE: I was a victim of an abusive relationship, both verbal and physical. During this time I received substantial injuries to my head. Mild brain shocks led to complete brain shocks, losing the ability to speak very well, then think very well, and a subdural hematoma, on the left side, bled inside my head behind my left eye, which made me unable to move. Along with an intense headache and a lot of coffee, the neurosurgeon did not have to do brain surgery, as my eye finally moved!Battered Women's told me to leave the area a stay if I wanted to stay alive.So I did!",What is the latest research on concussions and head trauma in women?
THEME: ClinicalTrials.gov - Question - specific study MESSAGE: I am 33 years old and I was diagnosed with phase 4 rhabdomyosarcoma last December. I spent 13 weeks with intense chemotherapy and my last scan showed that I am in remission. I am looking for more guidance on a stem cell replacement.,Is stem cell therapy appropriate for stage 4 rhabdomyosarcoma in remission?
THEME: Jell-O MESSAGE: Hello I want to make sure what type of gelatin is used in vitamin D. Is it pork? Thanks for your cooperation.,Is gelatin an inactive ingredient of vitamin D and is it pork-free?
"THEME: LEFT PERIDONTIS MESSAGE OF UNTREATED EFFECTS: Hello, If periodontitis is left untreated for about 7 months it will have some effect on the condition as I need to travel. A dentist has told me that I have advanced periodontitis with 5-9mm rubber pockets and 20-50% bone loss with restorations and cavities. I have all my teeth at this stage, some are loose. If I leave it for this amount of time it is likely to get worse at all and what I could expect? On the other hand, if I seek treatment immediately it will help in any way. I hope to hear from you. Thank you kindly [NAME]",What is the prognosis for untreated periodontitis?
"THEME: PLATE MESSAGE: I have a steel plate on my ankle of a severely broken leg, long ago and I carry weight. They said they would remove the plate in a year that is not far away, I am trying to find information about this, how long will I be in the hospital for or may be a day surgery, I will also need crutches etc. I need to know the procedure since I am terrified to go back there?","Where can I find information on ankle implant removal, including recovery and prognosis?"
THEME: Recovery after stroke? MESSAGE: What is the recovery pattern after stroke?,What is the prognosis and course of recovery after stroke?
THEME: Swan NDC 0869-0871-43 MESSAGE: I found 4 cases of expired Hydrogen Peroxide (04/2010) How can I dispose of this product safely? [LOCALIZATION] [LOCALIZATION] [LOCATION] [CONTACT] [NOMBER],How do I dispose of hydrogen peroxide?
TIP: What can I get?? MESSAGE: I was a ring drinker for years and I have hiking problems and I am in thiamine 100mg & strong composite vitamin B and SENNA so what else can I take ???,What are natural remedies for difficulty walking?
"THEME: Gluten-free consultation MESSAGE: I have gluten allergies and I have taken Klor-Con, mfg by another pharmaceutical company in the past, your pharmacist said it was gluten-free. Sandoz is a new mfg for me and I wonder if your Klor-Con M20 Tabs 20meq contains gluten. Recharge was processed by Express Scripts #03 in [DATE]. I just started this prescription.",What are the ingredients of Klor-Con M20 and is it gluten free?
THEME: I need information aboot Folgard OS MENSAGE: I need information about Folgard OS. I'm in the USA but that wasn't on the list as a country choice!,Where can I find information on folgard OS in USA?
MESSAGE: I need the information for the posterior pit One of my friends struggling with this disease..,Where can I find information on posterior fossa disease?
"[NAME] submitted the following application in [DATE].They were searching from .NLM Product: Local Legends Web browser: Mozilla/5.0 (iPad; CPU OS 8_3 as Mac OS X) AppleWebKit/600.1.4 (KHTML, as Gecko) GSA/5.2.43972 Mobile/12F69 Safari/600.1.4 Status: MO Country: NO SPECIFICED Email address: [NAME] Subject: I have a question and I need a response message: My daughter was born in 1988 with a tumor of sacralcocigeal teratoma. [NAME] did surgery there to remove the tumor. [NAME] has grown and is now having some problems with scar tissue and digestive problems. We would like to know if she could recommend a doctor to follow up with [NAME]. She is going to see [NAME], a plastic increase in [DATE] is a daughter.","What are the complications from sacralcoccygeal teratoma tumor removal, and how can I find physician(s) who specialize in it?"
"THEME: Questions about the products published in the MESSAGE of the Internet: I suffered a massive stroke in [DATE] with paralysis on my left side of my body, I am at home and perform searches on the Internet to find help with recovery, and always this product called neuroaid seems to pretend to restore the function. that I know it is not approved by the FDA, but it sounds so promising. Do you know anything about it and identify there something approved by our FDA, which helps?",What are treatments for paralysis after stroke approved by FDA?
THEME: allopurinol and diuretics MESSAGE: I am currently taking 200 mg of allopurinol daily for the treatment of gout. My feet swell. How dangerous it is to take a diuretic.,Can a diuretic be taken with Allopurinol?
My grandson was born in [DATE] with multicystic dysplastic kidneys. After reading his article I would like to know if the stem cell could bring hope to this child. Is this possible? How to move on? Cloning? Please give me something to work on.,"What are the latest treatments for multicystic dysplastic kidneys, including stem cell therapy?"
"THEME: MESSAGE OF BRIGHT: I have had /Singles for more than 10 years, and I have been working with my doctor, using Lidocain and Lyrica. Even with these, it is painful, particularly in my home, and some rooms in the building where I work. I experimented during, and immediately after these rooms are cleaned with detergents. Is this my imagination, or is there a connection between certain detergents and pain, with Shingles?",Do detergents exacerbate shingles pain?
"ClinicalTrials.gov - Question - specific study. I have hcv 3a, my doctor prescribed sovaldi ribavirin (24 weeks)I am looking for trials with the same medication.",Where can I find clinical trials for HCV genotype 3 using sovaldi ribavirin?
THEME: Congestive heart failure MESSAGE: Why is my daily fluid intake limited to 2 liters? What is so special about 2 liters instead of any other amount?,What is the recommended daily fluid restriction for Congestive Heart Failure?
"THEME: MESSAGE kalydeco: hello I have cystic fibrosis, and I want to buy a kalydeco, to buy it my government gave me money, my doctor agrees that I am ready to take kalydeco, if you can tell me the prices of 3 months of kalydeco. best regards [NAME] [LOCALIZATION]",What is the cost for three months of kalydeco?
"My wife suffers from multiple sclerosis since 1991, where the base is only cognitive. She has no physical signs of multiple sclerosis. I would like to consider more information about stem cell research, anything you could offer would be appreciated.",Where can I find information about stem cell therapy for multiple sclerosis?
Poland syndrome. I have Poland syndrome and I can't find it anywhere.,Where can I find information on Poland syndrome?
THEME: Pneumococcal polysaccharide - 23 MESSAGE: I received the Pneumococcal polysaccharide vaccine 23 in 2009 at the age of 67. I was told that I would never need the vaccine again. Is that true or has the vaccine been updated? Should I receive it again now at the age of 72?,What are the guidelines for updating pneumococcal polysaccharide 23 vaccine for persons 65 and over?
"Spinal cord. My brother is 58 years old has spinal cord problems his two legs cannot move them wheelchair user his legs are very heavy as he had urination infection after the other now the test is positive and the infection will still not clean so your doctor can not give you any treatment for your main problem (spinal cord) I want to help you what you should do I want to get advice please bag you for help and advice, thank you very much",What are the treatments for urinary tract infection?
THEME: Is there any help available for fibromalgia MESSAGE? Is there any treatment available?,What are the treatments for Fibromyalgia?
"Theme: Request message: I have read on your website about perirenal abscess. My mother is in the situation stipulated here http://www.nlm.nih.gov/medlineplus/ency/article/001274.htm I would very much like a recommendation on where I could treat (a doctor, clinic, hospital, etc.). The Dr/Drs who wrote the article is/are professionals and I think they could give me a hand.","Where can I find information on perirenal abscess, and how can I find physician(s) or hospital(s) who specialize in it?"
"THEME: MESSAGE OF Bedlam: This pesticide was used to get rid of bedbugs where I live. It was sprayed in areas where I had to sleep, sleep on a sofa. I was not told and slept through 4 applications for a period of 10 weeks. I have a severe lung and COPD. If this had been used knowing about my breathing problems>",What are the side effects of bedlam insecticide?
"I am writing to you on behalf of [NAME], who is very stressed and very tense, seeking help for her daughter [NAME]. [NAME] has a complex home defect called Tetralogy of Fallot, is about 7 months old and her family has no resources to cover her treatment to achieve her well-being. [NAME] has a very low income, lives in a rented room with her husband and two children, in [LOCALIZATION] - Peru. She works at [LOCALIZATION] and has been taking her daughter to the children's hospital in [LOCALIZATION] but she cannot afford the medicines and treatment they ask for, she is desperately looking for help for her daughter. I was wondering if you have any contact here at [LOCALIZATION] of any organization, which can help [NOME] to work.",Which organizations provide support for Tetralogy of Fallot in Peru?
"Aortic valve replacement surgery. Is minimally invasive surgery (MIAVR, not TAVR) less effective, or more risky than the conventional method where the breast bone is divided? Can the surgeon do a good job if the MIAVR procedure is used?",How does MIAVR compare to TAVR in effectiveness and risk?
"Many of us are afraid of getting an asymptomatic, inner perforation in the digestive tract -- one that leads to vague complaints or even degenerative conditions, but it is not announced in any acute way. Can this ever happen? And if it does, how can a patient detect it? Are there stories of people swallowing needles and they don’t even know it! One answer I’ve heard is that foreign objects embedded in the tissue are encapsulated in some kind of hard meat and somehow removed from the body. Could this really happen? Is there anything I can read about it? What about people who have found foreign objects still sitting in their tissues after eons? I’m one of those Internet problems. I’m going to online forums where people really want to know the worst case scenario for things like this. This particular topic has worried me for years. Thank you for discussing it with me. [NAME]",How to detect asymptomatic swallowed foreign objects in the body and what are the prognosis and treatments for them?
Kartagener syndrome. I suffer from Kartagener syndrome and wanted information from you or Dr. [NAME]. for this syndrome. (On fertility) and if possible other symptoms. Thank you.,"Where can I find information on kartagener's syndrome and its symptoms, including  fertility?"
THEME: Sudden heart pain MESSAGE: I need to know what you're going through ? because I'm very scared what can happen,What causes sudden chest pain and what are the treatments? 
"TEM: When do you know you shouldn't take Tecfidera? MESSAGE: When do you know you shouldn't take Tecfidera? I took Tecfidera 9 days. Day 1 my legs and feet felt normal for the first time in 5 years. day 2 my legs, thighs, feet, hands, arms and a half swelled so much that I can barely walk, move, sit or sleep. I got blushing day 7, cloudy vision day 4, and more.",What are the side effects of tecfidera and when to stop taking it?
"MESSAGE: Will the storage of my medicine in the freezer reduce its effectiveness? I have many and more related questions about pill storage at various temperatures that I would like to ask, but let’s start with that question. The medicines I care about are digoxin and lisinopril. As far as I know, the dose is the lowest possible dose prescribed for each medicine (if that matters). I hope my question will not be considered as a specific question, or based individually and you are able to answer it in the broadest and most objective way. Thank you very much in advance.",Will storing digoxin and lisinopril in the freezer reduce their efficacy? 
THEME: Relationship between Angelman syndrome and pancreatitis MESSAGE: Has any relationship been found between Angelman syndrome and pancreatitis? My son with AS had recurrent pancreatitis and finally died at 22 years of pancreatitis.,Is there a connection between angelman syndome and pancreatitis?
MESSAGE: Late my name is [NOMBER] I just need a clarity in repairing ACL. [DATE] I did the ACL repair as the doctors told me after my discharge I attended physiotherapy but after physiotherapy my leg swallows so I stopped as there was no progress. now my knee is stiff and swallowing also changes color and doctors tell me they don't see anything. so I need advice what I can do or where I can go and get help.,What is the recovery process after ACL surgery?
THEME: Bardet-Biedl syndrome MESSAGE: Does Bardet-Biedl syndrome cause your teeth to deteriorate faster than other people? Does Bardet-Biedl cartilage cause the body to deteriorate faster? Does Bardet-Biedl cause you to have spinal stenosis?,What are symptoms of and complications from Bardet-Biedl syndrome?
THEME: re methotrexate oral tabs MESSAGE: Is there a risk for other people who give someone personal with this medicine? e.g.:In close contact with body fluids,Can methotrexate be transmitted via bodily fluid or skin contact?
ClinicalTrials.gov - Question - specific study. Hello! My daughters' name is [NAME] and she has Trisomie 13 (free). Now she is 15 months old and I would like to find studies - how old is the eldest son with this Syndrom? Many greetings from [LOCALIZATION]. [NAME],What is the life expectancy of someone with free trisomy 13?
What are the causes of chest pain?,What are the causes and treatments for rib cage pain?
"SUBJECT: I have read this article (http://www.ncbi.nlm.nih.gov/pubmed/10750849) because I have a dermatis caused by Airborne's contact with methyl chloroisothiazolinone in wall paint. Knwo since 1 year I have methyl chloroisothiazolinone allergen but I did not know that I could be in the air so after rmy husband had painted the bedroom I have started to have dermatis, eczema and care for the cause so I have heard about contact dermatitis airborne from methylchloroisothiazolinone in wall paint. I want to know how many times the properties of methylchloroisothiazolinone are in wall paint? Is it enough to air the room and the amount of time? Or should we remove the paint on the ceiling, wall and painted closet? I read your article about inactivation by sodium bisulfite, how can we make an excuse for you to help me?",What are the treatments for contact dermatitis from methylchloroisothiazolinone in paint?
THEME: Stem cell therapy for the MESSAGE of Mucular Dystrophy: I have read the summaries of Medline 98.99 of 'Limb-girdle Muscle Dystrophy'. Please tell me how I contact a specialist to ask more about this...Thank you...[NOMBER],How can I find physician(s) who specialize in limb-girdle muscular dystrophy?
"If I get a vesectomy, will I still be able to have multiple orgasms? I know it’s not even usual to have them as a man, so I wonder if I would still have them if my vasectomy had happened?",What is the effect of vasectomy on orgasms?
"Anorexia Project. Hello! My name is [NAME] and I attend [LOCALIZATION]. I am in eighth grade. I am doing a one-year service project in which I investigate anorexia nervosa and learn everything I can about causes, effects and risks. As part of my project I would like to interview an individual from MedicinePlus to learn more. If someone could contact me regarding my email interview, my email is [CONTACT]. 1)Where in America is the most common anorexia? 2)When anorexia became a problem in the United States? 3)Why is anorexia so frequent in the United States compared to other countries? 4)What are the first signs of someone having anorexia? (5)What are some of the causes of anorexia?6) How are people diagnosed with anorexia each year? (in America) 7)How is anorexia mentally related to someone by anorexia?",Where can I find information on anorexia nervosa?
"THEME: What to eat MESSAGE: I have very bad diarrhea for the last two months. Doctors haven't found what causes it. It's watery. I need to know what I can eat. And it's lactase milk and yougar's okay, isn't it?",What foods should I eat when I have diarrhea?
Congenital diaphragmatic hernia. What are the causes of congenital diaphragmatic hernia? Can prime marriage cause this? What type of lung disease can the baby experience for life?,What causes congenital diaphragmatic hernia and what lung complications could arise?
bone growth. I want to grow my bones so please help me throw out which medicine b will use completely please help me please,Which medicine will help to grow my bones?
"THEME: Physical activity MESSAGE: .... Should I continue my daily exercise program (walking by bicycle, occasional softball practice, and walking by dog) now that I have had the Voster virus outbreak and have been treated by a Dr. ? I myself more than muscle activity I perform, more pain and fatigued with .... Thank you very much",Should I exercise with Zoster virus?
TEMA: Tick bites MESSAGE: My husband was diagnosed with rocky mountain spotted fever about 6 1/2 years ago. Then about 1 1/2 years ago he was diagnosed with Lyme disease. With him having had so much damage if it could happen to his body. He has had a lot of medical problems since. He has now been diagnosed with type II diabetes.,What is the prognosis for Rocky Mountain Spotted fever and lyme disease?
"Well, I'm 21 years old and I've had the attachment disorder all my life and I don't know what to do in my life. I don't let my girlfriend in or around me when I feel like the relationship is going well and she's coming to close the push or I'm going and I'm going to the next girl and my career as a professional boxer I don't want to keep doing it to her or other people in my life. Can anyone please help me? I'm trying to deal with this.",How can I get help for attachment disorder?
"THEME: Medications/liver failure MESSAGE: I don't know if you can answer this, but I thought you would try it. If someone used drugs, mainly heroin, and they've stopped consuming and are about 30 days clean, won't you be able to prove negative for drugs if your liver is failing?",How long is heroin detectable in your system?
SUBJECT: MESSAGE of the blocked ear drum: has a cold head and now the drum of the left ear has blocked for three weeks now.Taking amoxicillin trihydrate three times a day also spray of apo-momethasone once a day. your bean five days now on medication and not better,How long does it take for antibiotics to clear up a blocked ear?
"SUBJECT: Treatment without amputation MESSAGE: My father is 70 years old and his arteries in both extremities are blocked. He is having a pacemaker. The doctor suggests going to amputation, but there is a high risk in it. Please suggest treatment without amputation! The foot is turning black and blisters are forming in his extremities.",What alternatives to amputation are available for blocked leg arteries if the foot is turning black?
THEME: Big breast chest MESSAGE: I am only 25 years old and cause a lot of pain in my chest and back.,What are the treatments for large breasts?
THEME: ClinicalTrials.gov - Question - Specific study MESSAGE: Seeking help for my neck with Glycogen storage disease. Lives in Virginia and is suffering badly. It has been hospitalized to constantly scrape about 5 times this year so far. Any guidance you could give would be greatly appreciated.,What are the treatments for Glycogen storage disease?
THEME: AMLODIpine MESSAGE: I am taking Amlodipine and this has made my pause rate very high. Is there a weaning process when you stop taking Amlodipine and start atenololol? Am I taking 5 mg amlodipine and I am taking 50 mg atenolol?,How do I switch from Amlodipine to atenolol?
MESSAGE: Can I take Sam e with my dose of blood pressure and simvastatin? The dose of pressure is metoprolol. im 65 and have panic attacks. I am not in any other doses. I have a physical exam this week and a blood test. Will Sam and interfere with a blood test? I also have spinal stenosis with numbness and thorny feelings in my body. I will talk to my doctor about all this on Friday. Dosage ? Thank you ?,"What are the dosage, side effects,  and drug interactions for Sam E?"
MESSAGE: It is normal to expect the mallot fingers to heal folded. in [LOCATION] Canada.,What are the treatments and prognosis for mallet fingers?
"THEME: ClinicalTrials.gov - Question - general information MESSAGE: I am interested in knowing about stem cell bioengineering technology to re-grow a complete human tooth with its root, progress and expected release year or clinical availability I have been reading some articles related to the same for some times and waiting for the result. How long will it take to be available at the clinic?","What is the latest research on stem cell bioengineering of a human whole tooth, including progress and availability?"
THEME: Imitrex to be prescribed at 72 years of age MESSAGE: I was in the hospital for pancretitis. On the second day I was doing well but came with a migraine headache. I haven't had one in 2 years. but I have the imitrex file that I didn't have in the hospital I got the Toradol injection and it worked. but I was told I shouldn't take imitex as an older person. I plan to go to my intern but decide to ask this question. thank you.,Is imitrex contraindicated in the elderly?
"ClinicalTrials.gov - Error found - in a study. Dear everyone, I am [NAME] from Malaysia. My mother has suffered from MSA and is discovered in 2009. I have a question. Of this, she showed that this disease is not hereditary. I have an example of real life is that my grandfather was suffered with this disease and he had died, followed by my uncle who had inherited this disease. My mother also received the same disease with her father. And this disease is discovered and tested by [LOCALIZATION]. Is that really not hereditary? If my mother suffered from this disease, what is my chance of contracting this disease? I am now worried about my future. I am afraid that I will receive the mother’s disease. Could you please respond to my message? Looking forward for your precious response. Thank you.",Is MSA disease hereditary?
"THEME: TUBAL LIGATION MESSAGE: Looking for a doctor to perform tubal ligature. I am a 30-year-old woman with 3 children, 2 children and 1 girl. I don’t want more children, I feel like I have more than enough and I don’t want more. I don’t want to depend on other forms of birth control. I’m afraid they can become unreliable. I’m currently in a relationship that both he and I don’t want more children.",How can I find a doctor to perform tubal ligation?
MESSAGE: I was told not to take the herpes zoster vaccine.. I have many health problems and many allergies...,When is the shingles vaccine contraindicated?
How useful is radiation for heel melanoma and spread to the leg? Would this affect the treatment of test medications or other treatments?,Is radiation an effective treatment for skin melanoma and would it preclude experimental treatments?
"THEME: AIDS MESSAGE: A woman who does not have HIV/AIDS has had sex with her husband and friend and now has sex with me, leads me to HIV or AIDS.",How is the HIV virus transmitted?
Pubic lice. What are some treatments for pubic lice?,What are the treatments for pubic lice?
"SUBJECT: Need help ? MESSAGE: I have few questions and need help from you, I have a very serious problem about me and the stress I have had for a long time, and I couldn't do anything to get rid of what I'm really in bad feelings. And I'm really having and hard to look for and try to get rid of my grains, I've probably been having these since when I was 15 years old. I don't know what type or where I can find them, something that could help me, something that could work, because there are a lot of products. And I'm not sure what type my skin could fit to remove my grains. . Please help, I'm having a hard time seriously having these. It's really embarrassing, so I always wear long sleeves to cover it every day, 24/7. I'm very grateful if you have to contact me and talk about my skin.",What are the treatments for pimples?
THEME: Blood in cough MESSAGE: before some time I vomit. and blood came in cough with vomit. what to do. happens 4-5 times. when I ask doc to answer that your throat infection. please advise home remedy for this.,What are the treatments for coughing up blood?
"My sister was diagnosed with meningitis 13 years ago and lost her sight. She has had several doctors telling her that she is lying about not being able to see or that they don't see why she can't see because her eyes react to the light. Quickly forward 13 years, I spoke to her today and she was a little happy. She said that she ""has been having good morning."" I asked her to elaborate and she said that sometimes she can see shadows and sometimes she can see light. From my self-knowledge, I thought that this type of vision loss could not be repaired. I write to everyone for possible answers or if they could point me in the right direction to get them. Thank you in advance.",Can vision loss due to meningitis be restored?
"sarcoidosis. One thing no doctor has been able to tell me is whether or not fatigue - in progress - is a part of this disease. I was diagnosed in 2006, and I noticed a decrease in energy, endurance. If this is a possible side effect, I have not found it in any information about this. Please add to your information if this is a viable problem. Thank you very much! [NAME]",Is fatigue a symptom of sarcoidosis?
"I wonder what company makes the bromocriptine medicine, I need it for a mass that I have in my pituitary gland and the cost just keeps increasing. I can never buy a full prescription because of the price and I was told if I contact the drug manufacturer sometimes offer coupons or something to help me pay for the medicine. if I buy 10 pills in which I have to take 2 times a day it costs me 78.00. and that's how I have to buy them. thank you.",Who manufactures bromocriptine?
"THEME: Sugar too high in the blood! MESSAGE: I had two injections in my feet yesterday (5-22-14). The doctor said to carefully monitor my blood sugar, as the injections could cause an increase in my blood count. I started having memory problems last night after an MRI, and then this morning and today at noon (5-23-14), my count was 427. I read my diabetes magazines, I pulled out several things at Medline Plus, and I tried to get in touch with two of my doctors who could help. Everyone is busy, and I totally understand. I just need to know what, if anything, I can do to lower my blood sugar as quickly as possible. Thank you, [NAME] [Contact]",What are the treatments for high blood sugar?
laser hair removal treatment. I have excess hair growth in my neck and kitchen. Reason is my hormonal and thyroid hymalancy. They are hard black hairs. I want to know that the longer hair removal is safe and satisfying for me or not? What is its long-term consequence? Will the hair growth be controlled by life time! Please guide me..! Thank you!,Where can I find information on laser hair removal including long term consequences?
"SUBJECT: Shortness of breath MESSAGE: Thanks for your advice of shortness of breath when doing simple tasks around the house. I have done what you told me, breathe through the nose and then let it out through the pocketed lips. It works for me, but I am constantly breathless my doctor checked my heart and lungs with his stethoscope and says that everything is fine. However, I suffer from high blood pressure and high blood pressure, and take medicine for it. I am 71 years old and I would like to know if losing a little weight and walking would help me more, I need to harden my muscles because I get tired too easily, it makes me feel like I am lazy, I am not used to it, I need to be doing things all the time. I am a cat keeper and take on the detours and look after them so you can imagine the necessary work, sand boxes to lift up, water bowls, food bags, veterinary care and just a lot of running around doing this and that for kittens.",Can weight loss and exercise help alleviate shortness of breath?
"THEME: Man with chest MESSAGE: I am a 51-year-old male and have an enlarged breast. My mother told me I have a bird’s breast. I know I have no bird’s breast. My size is a 36 B. I have to wear large shirts. I would like them removed, but I don’t have the money. I was abused because of my chest. thanks for your time.",what are the treatments for gynecomastia?
THEME: MESSAGE OF Hand Terrors: I am 77 years old and recently a couple of years ago started with my handshakes that have gone worse. I can't hold a cup in my hands without spilling the contents. I would appreciate it if you could kindly provide me with some advice or any course of treatment. I also have diabetics that are partially controlled by medications. Sugar varies from 100 to 140. Thank you. Thank you for your kind help.,What are the treatments for hand tremors?
"THEME: GABApentin MESSAGE: How long is Gabapentin good at room temperature? Thank you, [NOMBER]",For how long can Gabapentin be stored at room temperature?
"Femoral neuropathy. I have a rare case of femoral neuropathy that my neurologist calls ""Medical Ministry."" I desperately need help! I was told I needed a research specialist but I couldn't find help. Could you please help with resources to find a specialist.",How can I find physician(s) who specialize in femoral neuropathy?
"I am looking for the name of a transmitted genetic condition of the mother. Female children are carriers, but only male children are symptomatic. It is often confused with an allergy to milk protein, cause excessive spitting and hiccups, and rounded teeth. Often male children do not reach their first birthday. I have lost two children, and I am about to have a third, I desperately need to find the name of this condition. Please help, the life of my children depends on it. My doctors say they do not know what to prove for or how to proceed without a name.","What genetic condition causes excessive spitting up, hiccups, and rounded teeth?"
THEME: Skin grafts to cover scars MESSAGE: I was in a motorcycle accident a couple of years ago. I had a cut on the bridge of my nose @ 3/4 long. I sewed it in the hospital. As a result I had a scar there. I wondered if skin graft surgery. It will help cover my scar. Thank you,What options are available for scar repair?
My mother has pulmonary arterial hypertension on the left side of her heart. Is there anything you can do to improve her health.,What are the treatments for Pulmonary Arterial Hypertension?
"SUBJECT: Responsible for stem cell research and tissue regeneration MESSAGE: Dear colleague Good day, my name is [NAME], 48, doctor; I was affected by bladder cancer where organ removal was needed. I read about the work of your laboratory and wonder if there is any interest or possibility of using pluripotent stem cells to redo a piece of tissue from my bladder, so that I could do a cellular matrix transplant and repopulate this matrix with these modified stem cells. I am using bricker, which depresses me, I lost my self-esteem, the quality of life lost and I thought I would kill myself. Until it came to hope that the cellular matrix transplant is mine. I am eagerly and carefully willing to respond. [NAME] CRM88878 I cannot understand the difficulty of finding a laboratory or institution that can solve this problem as the peritoneal layer of the peritoneum bladder is already own, the internal layer is soft, which can also be acquired through an endoscopic biopsy of the stomach or an arterial tissue and the layer that is internally covered by the transition polymormon pieces.",What is the latest research on using pluripotent stem cells and acellular matrix for  bladder regeneration?
